"subjectID","subjectTitle","iconStyle","pdf","keywords","linked","references","favourite","subjectTagline"
"27","Bradycardia Management","2","BradycardiaMx","Emergency Cardiology Medicine heartblock syncope ALS collapse slow","DeterioratingPatientAx ChestPainAx FallsAx ACSMx ALS TachycardiaMx ABGAnalysis CXR ECG IVFluids CORRECTEDQTinfo MAPinfo MEWSinfo NEWS2info","Resuscitation Council UK$$Adult bradycardia algorithm 2021$$https://www.resus.org.uk/sites/default/files/2021-04/Bradycardia Algorithm 2021.pdf££British Medical Journal Best Practice$$Bradycardia 2024$$https://bestpractice.bmj.com/topics/en-gb/832££Royal College of Emergency Medicine Learning$$Bradycardias 2020$$https://www.rcemlearning.co.uk/reference/bradycardia/","0","Flowchart for managing bradycardia"
"28","Cervical Spine Injury","2","CervicalSpineInjury","Emergency Orthopaedics Radiology Surgery neck trauma head injury neck paralysis RTC RTA","FallsAx HeadacheAx LowGCSAx HeadInjury MSKAnatomy MSKXray NeuroAnatomy NeuroExam BEIGHTONinfo GCSinfo GCSPUPILinfo OTTAWASAHRULEinfo","National Institute for Health and Care Excellence$$NICE guidline NG232 Head injury: assessment and early management 2023$$https://www.nice.org.uk/guidance/ng232££National Institute for Health and Care Excellence$$NICE guideline NG41 Spinal injury: assessment and initial management 2016$$https://www.nice.org.uk/guidance/NG41/chapter/recommendations££British Medical Journal Best Practice$$Acute cervical spine trauma in adults 2025$$https://bestpractice.bmj.com/topics/en-gb/3000128","0","Evidence based guidelines on the investigation and imaging of cervical spine injuries"
"29","Colitis Management","2","ColitisMx","Emergency Gastroenterology Surgery Medicine IBD abdominalpain Crohns ulcerativecolitis rectal bleeding","DeterioratingPatientAx AbdoPainAx RectalBleedingAx ALS HypercalcaemiaMx HyperkalemiaMx HypocalcaemiaMx HypokalemiaMx HypomagnesemiaMx HyponatremiaMx HypophosphatemiaMx IVFluidMx NauseaMx Sepsis6 AKI AXR IVFluids RefeedingSyndrome ATLASSCORECDIFFinfo CDAIinfo HARVEY-BRADSHAWinfo MAYOSCOREinfo MEWSinfo NEWS2info RomeIVIBSinfo TRUELOVEWITTSinfo","British Society of Gastroenterology$$British Society of Gastroenterology guidelines on inflammatory bowel disease in adults 2025$$https://www.bsg.org.uk/clinical-resource/bsg-guidelines-on-ibd-in-adults-2025££National Institute for Health and Care Excellence$$NICE guideline NG130 Ulcerative colitis: management 2019$$https://www.nice.org.uk/guidance/ng130££European Crohn's and Colitis Organisation$$ECCO Guidelines on Therapeutics in Crohn’s Disease: Medical Treatment 2024$$https://academic.oup.com/ecco-jcc/article/18/10/1531/7693895?searchresult=1","0","Evidence based management strategy for colitis"
"30","Constipation Management","2","ConstipationMx","Gastroenterology Geriatrics Medicine opiates IBS irritablebowelsyndrome","AbdoPainAx ConfusionAx RectalBleedingAx HypercalcaemiaMx HyperkalemiaMx HypocalcaemiaMx HypokalemiaMx HypomagnesemiaMx HyponatremiaMx HypophosphatemiaMx IVFluidMx NauseaMx PainMx AXR 4ASDELERIUMinfo RomeIVIBSinfo","British Society of Gastroenterology$$BSG Guidelines on the Management of Irritable Bowel Syndrome 2021$$https://gut.bmj.com/content/70/7/1214££National Institute for Health and Care Excellence$$NICE CKS Constipation 2024$$https://cks.nice.org.uk/topics/constipation/management/££British Medical Journal Best Practice$$Constipation 2025$$https://bestpractice.bmj.com/topics/en-gb/154","0","Evidence based management strategy for constipation"
"31","COPD Exacerbation Management","2","COPDExacerbationMx","Respiratory Medicine wheeze T2RF chronicobstructivepulmonarydisease cough sputum smoking","DeterioratingPatientAx ChestPainAx FeverAx HaemoptysisAx SOBAx AcuteAsthmaMx PneumoniaMx PneumothoraxMx Sepsis6 ABGAnalysis CXR OxygenDelivery BAP-65SCOREinfo GOLDinfo CURB-65info MEWSinfo NEWS2info PackYearsCalcinfo","National Institute for Health and Care Excellence$$NICE Quality Standard QS10 Chronic obstructive pulmonary disease in adults 2023$$https://www.nice.org.uk/guidance/QS10££National Institute for Health and Care Excellence$$NICE guideline NG115 Chronic obstructive pulmonary disease in over 16s: diagnosis and management 2019$$https://www.nice.org.uk/guidance/ng115££Global Initiative for Chronic Obstructive Lung Disease$$Global Strategy for Prevention, Diagnosis and Management of COPD report 2025$$https://goldcopd.org/2025-gold-report/","0","Evidence based management strategy for chornic obstructive pulmonary disease exacerbations"
"32","Decompensated Cirrhosis Management","2","DecompensatedCirrhosisMx","Emergency Gastroenterology Medicine Liver encephalopathy jaundice ascites bleeding yellow","DeterioratingPatientAx AbdoPainAx ConfusionAx HaematemesisAx HaemoptysisAx AlcoholMx ALS IVFluidMx NauseaMx VTEProphylaxis AKI AXR ClottingProducts IVFluids APRIinfo AUDIT-Cinfo CAGEQUESTIONNAIREinfo CHILD-PUGHinfo CIWA-Arinfo CLIF-CACLFinfo FIB-4info GLASGOWALCOHOLICHEPATITISinfo CALCIUMCORRECTIONHYPOALBUMINinfo LILLEMODELinfo MADDREY'Sinfo MELD-NAinfo MEWSinfo MUSTinfo NEWS2info SAAGinfo UKELDinfo WESTHAVENinfo AsciticFluidAnalysis UpperGIBleedMx","European Asoociation for Study of the Liver$$EASL Clinical Practice Guidelines for the management of patients with decompensated cirrhosis 2018$$https://easl.eu/wp-content/uploads/2018/10/decompensated-cirrhosis-English-report.pdf££British Society of Gastroenterology$$Decompensated Cirrhosis Care Bundle - First 24 Hours 2014$$https://www.bsg.org.uk/getattachment/52859c42-4d4b-431a-8fa3-f6773b2479b5/BSG-BASL-Decompensated-Cirrhosis-Care-Bundle-First-24-Hours.pdf?lang=en-US££British Society of Gastroenterology$$Best Practice Guidance: outpatient management of cirrhosis – part 2: decompensated cirrhosis 2023$$https://fg.bmj.com/content/14/6/462","0","Evidence based guidance on the investigation and management of decompensated cirrhosis"
"33","DVT / PE Management","2","DVTPEMx","Emergency Haematology Respiratory Surgery Medicine legswelling shortnessofbreath chestpain clot SOB legpain","DeterioratingPatientAx ChestPainAx HaemoptysisAx LegSwellingAx PainfulLimbAx SOBAx INRMx PainMx TachycardiaMx VTEProphylaxis ABGAnalysis CXR VascularAnatomy 4PEPSinfo ADJUSTEDBODYWEIGHTinfo AGE-ADJUSTEDD-DIMERinfo ALT-70info HAS-BLEDScoreinfo WELLSDVTinfo WELLSPEinfo","National Institute for Health and Care Excellence$$NICE guideline NG158 Venous thromboembolic diseases: diagnosis, management 2023$$https://www.nice.org.uk/guidance/ng158££European Society of Cardiology$$Guidelines on Acute Pulmonary Embolism (Diagnosis and Management of) 2019$$https://www.escardio.org/Guidelines/Clinical-Practice-Guidelines/Acute-Pulmonary-Embolism-Diagnosis-and-Management-of££National Institute for Health and Care Excellence$$NICE CKS Deep Vein Thrombosis 2025$$https://cks.nice.org.uk/topics/deep-vein-thrombosis/","0","Evidence based management strategy for pulmonary emobolism and deep vein thrombosis"
"34","End Of Life Medications","2","EndOfLifeMedications","Emergency Surgery palliativecare prn justincase dying palliation syringe driver","DeterioratingPatientAx ConfirmingDeath LowGCSAx GCSinfo GCSPUPILinfo mSOFAinfo QSOFAinfo","National Institute for Health and Care Excellence$$NICE Guideline NG31 Care of dying adults in the last days of life 2015$$https://www.nice.org.uk/guidance/ng31££British National Formulary$$Prescribing in Palliative Care 2025$$https://bnf.nice.org.uk/medicines-guidance/prescribing-in-palliative-care/££Health Improvement Scotland$$Scottish Palliative Care Guidelines 2025$$https://rightdecisions.scot.nhs.uk/scottish-palliative-care-guidelines/","0","Commonly used medications in palliative situations"
"35","Epistaxis Management","2","EpistaxisMx","Geriatrics Medicine nosebleed ENT","HaematemesisAx HaemoptysisAx INRMx IVFluidMx NauseaMx PainMx TransfusionMx VTEProphylaxis ClottingProducts HAS-BLEDScoreinfo","National Institute for Health and Care Excellence$$NICE CKS Epistaxis (nosebleeds): Management 2024$$https://cks.nice.org.uk/topics/epistaxis-nosebleeds/management/££British Medical Journal Best Practice$$Epistaxis 2023$$https://bestpractice.bmj.com/topics/en-gb/3000173££American Academy of Otolarynology$$Clinical Practice Guideline: Nosebleed (Epistaxis) 2020$$https://aao-hnsfjournals.onlinelibrary.wiley.com/doi/10.1177/0194599819890327","0","Evidence based management strategy for epistaxis"
"36","Head Injury","2","HeadInjury","Emergency Neurology Orthopaedics Radiology Surgery Medicine Cthead trauma","DeterioratingPatientAx ConfusionAx FallsAx HeadacheAx LowGCSAx CervicalSpineInjury INRMx NauseaMx PainMx CapacityConsent MSKAnatomy MSKXray NeuroAnatomy NeuroExam AMT-10info AMT-4info AWOLSCOREinfo GCSinfo GCSPUPILinfo OTTAWASAHRULEinfo","National Institute for Health and Care Excellence$$NICE guidline NG232 Head injury: assessment and early management 2023$$https://www.nice.org.uk/guidance/ng232££National Institute for Health and Care Excellence$$NICE CKS Scenario: Head Injury 2021$$https://cks.nice.org.uk/topics/head-injury/management/head-injury/££British Medical Association$$Head injury: assessment and early management—summary of updated NICE guidance 2023$$https://www.bmj.com/content/381/bmj.p1130","0","Evidence based guidance on the investigation and monitoring of patients with head injuries"
"37","Heart Failure Management","2","HeartFailureMx","Cardiology Medicine CCF pulmonaryoedema shortnessofbreath peripheraloedema LVF decompensated","DeterioratingPatientAx ChestPainAx LegSwellingAx SOBAx IVFluidMx ABGAnalysis CXR ECG PleuralFluidAnalysis AsciticFluidAnalysis OxygenDelivery MEWSinfo NEWS2info","National Institute for Health and Care Excellence$$NICE Guideline NG106 Chronic heart failure in adults: diagnosis and management 2018$$https://www.nice.org.uk/guidance/ng106££European Society of Cardiology$$ESC Guidelines for the diagnosis and treatment of acute and chronic heart failure 2021$$https://www.escardio.org/Guidelines/Clinical-Practice-Guidelines/Acute-and-Chronic-Heart-Failure££National Institute for Health and Care Excellence$$NICE CKS Heart Failure - Chronic: Management 2025$$https://cks.nice.org.uk/topics/heart-failure-chronic/management/","0","Evidence based management strategy for decompensated heart failure"
"38","Hypercalcaemia Management","2","HypercalcaemiaMx","Endocrinology Gastroenterology Medicine electrolytes calcium high","AbdoPainAx ConfusionAx LowGCSAx AcuteSeizureMx ConstipationMx HyperglycaemiaMx HyperkalemiaMx HypocalcaemiaMx HypoglycaemiaMx HypokalemiaMx HypomagnesemiaMx HyponatremiaMx HypophosphatemiaMx IVFluidMx ECG IVFluids RefeedingSyndrome 4ASDELERIUMinfo CALCIUMCORRECTIONHYPOALBUMINinfo URINEANIONGAPinfo","National Institute for Health and Care Excellence$$NICE CKS Hypercalcaemia – acute management 2021$$https://cks.nice.org.uk/topics/hypercalcaemia/££Society for Endocrinology Endocrine Emergency Guidance 2016$$Emergency management of acute hypercalcaemia in adult patients 2016$$https://www.endocrinology.org/media/4277/emergency-guidance_acute-hypercalcaemia-in-adults.pdf££NHS Greater Glasgow and Clyde$$Management of Hypercalcaemia 2023$$https://handbook.ggcmedicines.org.uk/guidelines/electrolyte-disturbances/management-of-hypercalcaemia/","0","Evidence based management strategy of high calcium levels"
"39","Hyperglycaemia Management","2","HyperglycaemiaMx","Endocrinology Gastroenterology Medicine diabetes DKA HHS insulin high glucose","AbdoPainAx HypercalcaemiaMx HyperkalemiaMx HypocalcaemiaMx HypoglycaemiaMx HypokalemiaMx HypomagnesemiaMx HyponatremiaMx HypophosphatemiaMx NauseaMx Sepsis6 Insulin IVFluids RefeedingSyndrome FIB-4info HYPONATRAEMIANADEFICIT-ADULTinfo PEDISinfo SODIUMCORRECTIONinfo SERUMOSMOLALITYinfo URINEANIONGAPinfo","National Institute for Health and Care Excellence$$NICE CKS When should I suspect a hyperglycaemic emergency? 2025$$https://cks.nice.org.uk/topics/diabetes-type-2/diagnosis/when-to-suspect-hyperglycaemic-emergencies-dka-hhs/££British National Formulary$$Diabetic hyperglycaemic emergencies 2025$$https://bnf.nice.org.uk/treatment-summaries/diabetic-hyperglycaemic-emergencies/££National Institute for Health and Care Excellence$$NICE CKS Scenario: Management of adults with type 1 diabetes 2024$$https://cks.nice.org.uk/topics/diabetes-type-1/management/management-adults/","0","Evidence based management strategy of high glucose levels"
"40","Hyperkalemia Management","2","HyperkalemiaMx","Endocrinology Gastroenterology Medicine potassium electrolytes AKI high","ConstipationMx HypercalcaemiaMx HyperglycaemiaMx HypocalcaemiaMx HypoglycaemiaMx HypokalemiaMx HypomagnesemiaMx HyponatremiaMx HypophosphatemiaMx NauseaMx TachycardiaMx ECG IVFluids RefeedingSyndrome ANIONinfo ANIONCorrectedinfo BUNinfo BRUGADACRITERIAinfo CKD-EPIinfo CREATININECLEARANCEinfo FREEWATERDEFICITinfo SERUMOSMOLALITYinfo URINEANIONGAPinfo","UK Kidney Association$$Clinical Practice Guidelines Treatment of Acute Hyperkalaemia in Adults 2023$$https://www.ukkidney.org/sites/default/files/FINAL VERSION - UKKA CLINICAL PRACTICE GUIDELINE - MANAGEMENT OF HYPERKALAEMIA IN ADULTS - 191223_0.pdf££British National Formulary$$Hyperkalemia 2025$$https://bnf.nice.org.uk/treatment-summaries/hyperkalaemia/££British Medical Journal Best Practice$$Hyperkalemia in Adults 2023$$https://bestpractice.bmj.com/topics/en-gb/3000318","0","Evidence based management strategy of high potassium levels"
"41","Hypocalcaemia Management","2","HypocalcaemiaMx","Endocrinology Gastroenterology Medicine calcium electrolytes refeedingsyndrome low","ConfusionAx LowGCSAx AcuteSeizureMx ConstipationMx HypercalcaemiaMx HyperglycaemiaMx HyperkalemiaMx HypoglycaemiaMx HypokalemiaMx HypomagnesemiaMx HyponatremiaMx HypophosphatemiaMx NauseaMx ECG IVFluids RefeedingSyndrome CALCIUMCORRECTIONHYPOALBUMINinfo MUSTinfo","British Medical Journal Best Practice$$Assessment of hypocalcaemia 2025$$https://bestpractice.bmj.com/topics/en-gb/160££Gloucestershire Hospitals NHS Foundation Trust$$Hypocalcaemia 2021$$https://www.gloshospitals.nhs.uk/media/documents/Hypocalcaemia.pdf££British National Formulary$$Calcium Imbalance 2025$$https://bnf.nice.org.uk/treatment-summaries/calcium-imbalance/","0","Evidence based management strategy of low calcium levels"
"42","Hypoglycaemia Management","2","HypoglycaemiaMx","Endocrinology Gastroenterology Medicine coma diabetic seizure refeedingsyndrome glucose low BM","ConfusionAx LowGCSAx AcuteSeizureMx HypercalcaemiaMx HyperglycaemiaMx HyperkalemiaMx HypocalcaemiaMx HypokalemiaMx HypomagnesemiaMx HyponatremiaMx HypophosphatemiaMx NauseaMx Insulin IVFluids RefeedingSyndrome CLIF-CACLFinfo GCSinfo GCSPUPILinfo KINGSCRITERIAinfo MUSTinfo URINEANIONGAPinfo","British National Formulary$$Hypoglycaemia 2025$$https://bnf.nice.org.uk/treatment-summaries/hypoglycaemia/££National Institute for Health and Care Excellence$$NICE CKS When should I suspect hypoglycaemia in a person with type 2 diabetes? 2025$$https://cks.nice.org.uk/topics/diabetes-type-2/diagnosis/when-to-suspect-hypoglycaemia/££Diabetes UK$$Algorithm for the Management of Hypoglycaemia in Adults with Diabetes in Hospital 2022$$https://www.diabetes.org.uk/sites/default/files/2022-03/JBDS_Hypo_Algorithm March 2022.pdf","0","Evidence based management strategy of low glucose levels"
"43","Hypokalemia Management","2","HypokalemiaMx","Endocrinology Gastroenterology Medicine potassium electrolytes low refeedingsyndrome","ConfusionAx LowGCSAx ConstipationMx HypercalcaemiaMx HyperglycaemiaMx HyperkalemiaMx HypocalcaemiaMx HypoglycaemiaMx HypomagnesemiaMx HyponatremiaMx HypophosphatemiaMx TachycardiaMx ECG IVFluids RefeedingSyndrome ANIONinfo ANIONCorrectedinfo BRUGADACRITERIAinfo MUSTinfo SERUMOSMOLALITYinfo","National Institute for Health and Care Excellence$$NICE CKS Hypokalemia 2025$$https://cks.nice.org.uk/topics/hypokalaemia/££Gloucestershire Hospitals NHS Foundation Trust$$Guideline for the Management of Hypokalaemia in Adults 2023$$https://www.gloshospitals.nhs.uk/media/documents/Hypokalaemia_9DYirkN.pdf££British National Formulary$$Fluids and electrolytes 2025$$https://bnf.nice.org.uk/treatment-summaries/fluids-and-electrolytes/","0","Evidence based management strategy of low potassium levels"
"44","Hypomagnesemia Management","2","HypomagnesemiaMx","Endocrinology Gastroenterology Medicine Magnesium electrolytes refeedingsyndrome low","ConfusionAx LowGCSAx AcuteSeizureMx ConstipationMx HypercalcaemiaMx HyperglycaemiaMx HyperkalemiaMx HypocalcaemiaMx HypoglycaemiaMx HypokalemiaMx HyponatremiaMx HypophosphatemiaMx TachycardiaMx ECG IVFluids RefeedingSyndrome MUSTinfo","Health Improvement Scotland Right Decision Service$$Hypomagnesaemia 2022$$https://rightdecisions.scot.nhs.uk/tam-treatments-and-medicines-nhs-highland/adult-therapeutic-guidelines/fluid-and-electrolytes/treatment-of-low-electrolytes/hypomagnesaemia-guidelines/££British National Formulary$$Magnesium Imbalance 2025$$https://bnf.nice.org.uk/treatment-summaries/magnesium-imbalance/££British National Formulary$$Fluids and electrolytes 2025$$https://bnf.nice.org.uk/treatment-summaries/fluids-and-electrolytes/","0","Evidence based management strategy of low magnesium levels"
"45","Hyponatremia Management","2","HyponatremiaMx","Endocrinology Gastroenterology Medicine sodium electrolytes refeedingsyndrome low SIADH","ConfusionAx LowGCSAx AcuteSeizureMx ConstipationMx HypercalcaemiaMx HyperglycaemiaMx HyperkalemiaMx HypocalcaemiaMx HypoglycaemiaMx HypokalemiaMx HypomagnesemiaMx HypophosphatemiaMx IVFluidMx IVFluids RefeedingSyndrome FREEWATERDEFICITinfo HYPONATRAEMIANADEFICIT-ADULTinfo MUSTinfo SODIUMCORRECTIONinfo SERUMOSMOLALITYinfo","European Society of Endocrinology$$European Society of Endocrinology Clinical guideline for the management of hyponatraemia 2014$$https://www.ese-hormones.org/publications/directory/ese-clinical-guideline-for-the-management-of-hyponatraemia/££National Institute for Health and Care Excellence$$NICE CKS Hyponatremia 2020$$https://cks.nice.org.uk/topics/hyponatraemia/££Adrogue H, Tucker B, Madias N$$Diagnosis and Management of Hyponatremia a Review 2022$$https://jamanetwork.com/journals/jama/article-abstract/2794358","0","Evidence based management strategy of low sodium levels"
